fecha_scrape,fecha_publicacion,empresa,titulo_puesto,categoria,ubicacion,modalidad,salario_min,salario_max,experiencia_requerida,stack_tecnologico,nivel_ingles,url_oferta
2026-09-02,2026-06-01,eXperience IT Solutions,Frontend Developer React  TypeScript. Remoto,WEB,España,remoto,,,,"react, typescript",no especificado,https://www.adzuna.es/details/5747156543?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-10,Sopra-Steria,Frontend Developer (Vue.js / Nuxt),WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5795116951?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-10,Fistrek,Desarrollador/a Angular – Frontend Developer,WEB,Málaga,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5796008531?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-11,Fistrek,Desarrollador/a Angular – Frontend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5796628668?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-26,valantic DXA,Senior Frontend Developer (all genders),WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5815897073?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-21,TransPerfect,Frontend Developer (Vue.js) | Madrid,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5850709903?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-05-13,realizon,Frontend Developer (Angular) (m/f/d),WEB,Valencia,no especificado,,,,typescript,no especificado,https://www.adzuna.es/details/5727379851?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-01-19,Adaptive Financial Consulting,"Senior Frontend Developer (React, RxJS, Observables)",WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5591389650?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-24,DKB Code Factory,Frontend Developer React - Premium Credit Card,WEB,España,no especificado,,,,react,no especificado,https://www.adzuna.es/details/5854235632?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-06-08,knowmad mood,Frontend Developer (Vue 3 | TypeScript | Tailwind),WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5756057905?utm_medium=api&utm_source=4332c1fe
2026-09-02,2025-10-18,Talent Connect,Frontend Developer (React  TypeScript) - España (100% Remoto),WEB,Madrid,remoto,,,,"react, typescript, react, typescript, react",nativo,https://www.adzuna.es/details/5453682915?utm_medium=api&utm_source=4332c1fe
2026-09-02,2023-11-29,"Kapres Technology, S.L.",Backend developer,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4456598953?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-28,GES,Backend Developer,WEB,"Sant Cugat del Vallès, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5818847989?utm_medium=api&utm_source=4332c1fe
2026-09-02,2025-10-31,Flowbox,Backend Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5472388316?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-06-29,Initiumsoft,Backend Developer,WEB,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5780929106?utm_medium=api&utm_source=4332c1fe
2026-09-02,2025-11-02,Napptilus Tech Labs,Backend Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5476369127?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-22,Terra,Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5852204736?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-23,Terra,Backend Developer,WEB,"Bilbao, Vizcaya",no especificado,26000.0,32000.0,,no especificado,no especificado,https://www.adzuna.es/details/5853440832?utm_medium=api&utm_source=4332c1fe
2026-09-02,2025-04-20,Talent-R,Backend developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5154352106?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-30,Terra,Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5820869770?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-06-20,sesametime,Backend developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5770310217?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-17,Bjak,Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5803982514?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-05-28,"Linde Material Handling Ibérica, S.A.U.",Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5743104581?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-06-29,airenetworks.es,Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5780611871?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-07-08,domestiko.com,Net backend developer,WEB,Madrid,no especificado,,,,"azure, docker, azure, kubernetes, azure",no especificado,https://www.adzuna.es/land/ad/5792436942?se=eE9TaKam8RG87blfU5Zxeg&utm_medium=api&utm_source=4332c1fe&v=3E1AE0A551311D7BD424B411F5D7063678F13051
2026-09-02,2026-07-06,Yapily,Senior Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5790096710?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-17,Baoss,"Backend Developer, Barcelona",WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5844984909?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-18,Amber-Green Facilities SL,AI Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5846270739?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-06-04,BioCatch,Senior Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5751247587?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-31,Found By Fe,Senior Backend Developer,WEB,Valencia,remoto,,,,no especificado,b2,https://www.adzuna.es/details/5862523313?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-09-02,Found By Fe,Senior Backend Developer,WEB,Pontevedra,remoto,,,,no especificado,b2,https://www.adzuna.es/details/5865451090?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-09-02,Found By Fe,Senior Backend Developer,WEB,"Arbo, Pontevedra",remoto,,,,no especificado,b2,https://www.adzuna.es/details/5865450549?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-09-02,Found By Fe,Senior Backend Developer,WEB,"Guntín, Lugo",remoto,,,,no especificado,b2,https://www.adzuna.es/details/5865451131?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-09-02,Found By Fe,Senior Backend Developer,WEB,Valladolid,remoto,,,,no especificado,b2,https://www.adzuna.es/details/5865452467?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-09-02,Found By Fe,Senior Backend Developer,WEB,"Vitoria-Gasteiz, Álava",remoto,,,,no especificado,b2,https://www.adzuna.es/details/5865450672?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-06-12,Sabina Divosi,Backend Developer | Fintech,WEB,Madrid,remoto,,,,"typescript, typescript",no especificado,https://www.adzuna.es/details/5761638583?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-10,IMA Health,Senior Backend Developer,WEB,"Sant Adrià de Besòs, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5835907909?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-12,IMA Health,Senior Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5837897224?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-01,Delecta Technologies SL,Backend Developer [Python],WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5823503122?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-06-22,Amphora Logistics,Backend Developer (Python),WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5772850446?utm_medium=api&utm_source=4332c1fe
2026-09-02,2026-08-22,Minsait,Python Backend Developer,WEB,España,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5852204749?utm_medium=api&utm_source=4332c1fe
