fecha_scrape,fecha_publicacion,empresa,titulo_puesto,categoria,ubicacion,modalidad,salario_min,salario_max,experiencia_requerida,stack_tecnologico,nivel_ingles,url_oferta
2026-07-01,2026-04-10,Smadex SLU,Machine Learning Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5695856840?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-09-26,Bask Health,Machine Learning Engineer,IA,España,no especificado,25.0,60.0,,no especificado,no especificado,https://www.adzuna.es/details/5415710383?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-19,Smadex SLU,Machine Learning Intern,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5769640085?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-21,Twilio,Machine Learning Engineer,IA,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5771122804?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-11-18,Incode Technologies,Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5502296321?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-18,Electronic Arts,Machine Learning Engineer,IA,"Madrid, Comunidad de Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5768359242?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-22,Avanade Inc.,Machine Learning Engineer,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5737300494?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-05,MailerLite,Machine Learning Engineer,IA,España,no especificado,55000.0,80000.0,,no especificado,no especificado,https://www.adzuna.es/details/5752869353?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-02,Happyrobot,Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5716290951?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-18,DeepRec.ai,Machine Learning Engineer,IA,"Barcelona, Cataluña",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5768358096?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-05,BizAway,Senior Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5719703144?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-03-10,Visium SA,Senior Machine Learning Engineer,IA,España,no especificado,,,,no especificado,nativo,https://www.adzuna.es/details/5660160155?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-14,BizAway,Machine Learning Software Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5729532460?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-04-02,Visium SA,AI Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5687607690?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-23,ARQUIMEA,Quantum Machine Learning Engineer,IA,"San Cristóbal de La Laguna, Santa Cruz de Tenerife",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5773895128?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-18,Dow Jones,Machine Learning Engineer (Personalization),IA,"Barcelona, Cataluña",no especificado,70000.0,90000.0,,"python, aws, azure, sql",no especificado,https://www.adzuna.es/details/5768357855?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-01-16,Dow Jones & Company,Senior Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5588407679?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-08,Dow Jones & Company,"Machine Learning Engineer, Personalization",IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5722201352?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-08,BizAway,Senior Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5722203711?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-04,HS International,Sr. Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5751250570?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-22,Merantix,Machine Learning Engineering Manager,IA,"Amer, Girona",no especificado,70000.0,90000.0,,no especificado,nativo,https://www.adzuna.es/details/5772546581?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-28,Expedia,Machine Learning Engineer III,IA,España,no especificado,78.0,55500.0,,no especificado,b2,https://www.adzuna.es/details/5779533397?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-02,Roche,Senior Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5748822037?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-08,Roche,Senior Machine Learning Engineer,IA,"Sant Cugat del Vallès, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5755773072?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-07-18,Fever,Senior Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5309086839?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-10,Advancing People Ltd,Founding Machine Learning Engineer - Barcelona,IA,Barcelona,no especificado,,,,no especificado,requerido,https://www.adzuna.es/details/5757769013?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-11-13,SmartAssets,AI Engineer / Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5493965976?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-17,IFS,Senior/Lead Machine Learning Engineer,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5766112402?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-04-01,Visium SA,Senior AI Machine Learning Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5684547588?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-17,Amazon,"Machine Learning Engineer, Amazon Tablets",IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5732159744?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-07-01,PrimeIT España,Data Scientist - Remoto,IA,"Vitoria-Gasteiz, Álava",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5782806375?se=ssYkcyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=8D1A95EAC6D2EC8F1E32577DB4A7DEF279CF6A75
2026-07-01,2026-07-01,PrimeIT España,Data Scientist - Remoto,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5782806413?se=ssYkcyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=AB447530402AB5CD9939538D2952F4E49B05EE34
2026-07-01,2026-07-01,PrimeIT España,Data Scientist - Remoto,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5782806362?se=ssYkcyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=1EEE0C3C0B86555215B55C7AAAF52E20452C5EE5
2026-07-01,2026-06-25,BizAway,Data Scientist,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5776644592?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Asenium,Data Scientist,IA,"Mos, Pontevedra",no especificado,,,,"docker, kubernetes",no especificado,https://www.adzuna.es/details/5781409301?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-03-31,Softeca,Data Scientist,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5119719883?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-08,CapsLock,Data Scientist,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5756549806?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-06,CapsLock,Data Scientist,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5753770894?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-11,Abound,Data Scientist,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5725426005?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-11-05,Veepee,Data Scientist,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5482275736?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Mática Partners,Data Scientist,IA,"Chantada, Lugo",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781409629?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-30,Mática Partners,Data Scientist,IA,Valladolid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782442429?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-30,Mática Partners,Data Scientist,IA,Málaga,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782442452?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-30,Mática Partners,Data Scientist,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782442433?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-18,Novicap,Data Scientist,IA,"Barcelona, Cataluña",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5768358799?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-02,Vizzuality,Data Scientist,IA,España,no especificado,20.0,25.0,,no especificado,no especificado,https://www.adzuna.es/details/5716296352?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-12,Ebury,Data Scientist,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5760555169?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-03,Aristocrat Technologies,Data Scientist,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5749770341?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-04-27,gategroup,Data Scientist,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5711226275?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-04,Leroy Merlin España,Data Scientist,IA,"Alcobendas, Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5752244166?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-11,NielsenIQ,Senior Data Scientist,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5759216168?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-18,Smadex SLU,Growth Data Scientist,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5768404779?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-08,Refinery89,Data Scientist (Medior),IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5756150264?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-07-01,Allianz,Senior Data Scientist,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782869406?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-30,Aristocrat Technologies,Growth Data Scientist,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5745004321?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-24,Sanofi Group,RWE Data Scientist,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5739472095?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-27,Jobgether,Data Scientist - Extensions,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5778324753?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-04-09,BBVA,Data Scientist Manager,IA,"Alcobendas, Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5694157604?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-11-05,Heetch,Staff Data Scientist,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5482275170?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-01-24,Appodeal,Lead Data Scientist,IA,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5022556861?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-23,NTT DATA Europe & Latam,Python AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5738960588?se=CFg-dyd18RG6PYsfZdtqSg&utm_medium=api&utm_source=4332c1fe&v=03E67C7A872184078A9FFE7313739E19915A7FA8
2026-07-01,2026-05-08,Ayesa Digital,Senior AI Engineer,IA,"Vitoria-Gasteiz, Álava",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5722978133?se=CFg-dyd18RG6PYsfZdtqSg&utm_medium=api&utm_source=4332c1fe&v=A577457E67AB96214241FCBD0C8D2FACD2C64E4A
2026-07-01,2026-05-08,Ayesa Digital,Senior AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5723187669?se=CFg-dyd18RG6PYsfZdtqSg&utm_medium=api&utm_source=4332c1fe&v=85484D3223651884CEC95DDD7B03E8C773118D13
2026-07-01,2026-05-22,Paradigma Digital,Senior AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5737805100?se=CFg-dyd18RG6PYsfZdtqSg&utm_medium=api&utm_source=4332c1fe&v=5FD7D7EC59285A605F45D0F379687F27A69AD138
2026-07-01,2026-05-08,Ayesa Digital,Senior AI Engineer,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5722978144?se=CFg-dyd18RG6PYsfZdtqSg&utm_medium=api&utm_source=4332c1fe&v=65A3E570304F5A75F9F97C5AA78E6CB294E1AACE
2026-07-01,2026-06-24,Exceltic,Computer Vision & AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775098467?se=CFg-dyd18RG6PYsfZdtqSg&utm_medium=api&utm_source=4332c1fe&v=5756F9DABE01FDD60E76B536ABE0D6EEF2309B17
2026-07-01,2026-06-24,Unit4,AI Engineer,IA,Granada,no especificado,,,,azure,no especificado,https://www.adzuna.es/details/5774159630?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-15,Huzzle,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5730249563?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-01-22,Darwin AI,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5594852023?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-18,Confidential Careers,AI Engineer / Automation Builder.,IA,España,no especificado,,,,azure,no especificado,https://www.adzuna.es/land/ad/5768339813?se=CFg-dyd18RG6PYsfZdtqSg&utm_medium=api&utm_source=4332c1fe&v=1D4DC5823C5E7D0E74E8ABE666249CE73CE363E4
2026-07-01,2025-06-27,,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5271829341?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-18,Sanofi Group,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5767607086?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-02-27,Abacum,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5647721202?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-07,Labhouse,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5754885769?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-10,M47,AI Engineer,IA,Barcelona,no especificado,,,,spark,no especificado,https://www.adzuna.es/details/5758849739?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-07-01,IQVIA,AI Engineer,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782913040?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-08,Unit4,AI Engineer,IA,Granada,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5756549649?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-07-09,,AI Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5292652228?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-05-06,Orbitant,AI Engineer,IA,Madrid,remoto,40000.0,60000.0,,no especificado,no especificado,https://www.adzuna.es/details/5720612935?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-11-10,Napptilus Tech Labs,AI Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5489747935?utm_medium=api&utm_source=4332c1fe
2026-07-01,2024-12-05,SlashMobility,AI Engineer,IA,"Madrid, Comunidad de Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4964203867?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Mática Partners,Ai Engineer,IA,Ávila,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414528?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Mática Partners,Ai Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781410003?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Mática Partners,Ai Engineer,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781411650?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Mática Partners,Ai Engineer,IA,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414521?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Mática Partners,Ai Engineer,IA,"Vitoria-Gasteiz, Álava",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414523?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-30,Mática Partners,Ai Engineer,IA,"Chantada, Lugo",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782442736?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-30,Mática Partners,Ai Engineer,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782442734?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-30,Mática Partners,Ai Engineer,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782441740?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-30,Mática Partners,Ai Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5782440690?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-07-01,Randstad Digital España,Artificial Intelligence Consultant,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5782806700?se=TiJweyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=AB251BB657D4E9D7A58277F9828D58C3EEE5A139
2026-07-01,2026-06-24,Avanade,Artificial Intelligence Solutions Architect,IA,"Vitoria-Gasteiz, Álava",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775095308?se=TiJweyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=3FE5BDC5527CA88B99122A9AAF48870B6E177039
2026-07-01,2026-06-24,Avanade,Artificial Intelligence Solutions Architect,IA,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775097179?se=TiJweyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=0190907AAEEA4C69C39913D29D2B3128D3E89434
2026-07-01,2026-06-24,Avanade,Artificial Intelligence Solutions Architect,IA,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775095170?se=TiJweyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=F257805F9482E79AB636088A3E297313DC4C453B
2026-07-01,2026-06-24,Avanade,Artificial Intelligence Solutions Architect,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5775422790?se=TiJweyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=192A350F196F93F8F118E4E9477B00BBD9CFEE58
2026-07-01,2026-06-19,GTD,(Hybrid) Internship: Artificial Intelligence Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/land/ad/5769640750?se=TiJweyd18RGGC5IHUVozVQ&utm_medium=api&utm_source=4332c1fe&v=0EE3317BF79C0211C616230EE06A0DE08837C79F
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Mos, Pontevedra",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414090?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Barcelona,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413417?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Vitoria-Gasteiz, Álava",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413518?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Valencia,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413500?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Arbo, Pontevedra",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781414403?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Zaragoza,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781412729?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,"Mos, Pontevedra",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781411497?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,España,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781411068?utm_medium=api&utm_source=4332c1fe
2026-07-01,2026-06-29,Stephen Rhodes - Alexander Rhodes Associates Ltd,Artificial Intelligence Consultant,IA,Málaga,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5781409175?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-07-09,,Artificial Intelligence Engineer,IA,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5292652229?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-07-25,Paradigma Digital,Artificial Intelligence Engineer,IA,"Pozuelo de Alarcón, Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5320732481?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-12-05,ESADE Faculty Positions,Artificial Intelligence (Research-Track),IA,"Sant Cugat del Vallès, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5529360241?utm_medium=api&utm_source=4332c1fe
2026-07-01,2025-12-05,ESADE Faculty Positions,Artificial Intelligence (Practitioner-Track),IA,"Sant Cugat del Vallès, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5529360509?utm_medium=api&utm_source=4332c1fe
